Record ID,Manufacturer,Manufacturer Part Number,Price,Cost,MSRP,Internal Description,Frequently Used,Supplier,Description,Pricing Strategy,MSRP Adjustment,QBE Price,Last Pricing Update,Short Number,Old Short Number,Secondary Supplier,Tertiary Supplier,Pricing Source
"MOT1001 - Motion Access Condor Swing Low Energy Operator – RH -  Pull Arm/In Swing -  Silver - Motion Access Condor Swing Low Energy Operator â€“ RH -  Pull Arm/In Swing -  Silver -  - MAC-LR2C-XX - $2,300.00 ",Motion Access,MAC-LR2C-XX,2300.0,1072.0,2300.0,Motion Access Condor Swing Low Energy Operator â€“ RH -  Pull Arm/In Swing -  Silver,,"Motion Access, LLC",Motion Access Condor Swing Low Energy Operator – RH -  Pull Arm/In Swing -  Silver,Special,,,,MOT1001,,,,
"MOT1023 - Motion Access Condor Swing Low Energy Operator – RH -  Pull Arm/In Swing -  Dark Bronze - 36 Inch Can - Motion Access Condor Swing Low Energy Operator â€“ RH -  Pull Arm/In Swing -  Dark Bronze - 36 Inch Can -  - MAC-LR2D-36 - $2,300.00 ",Motion Access,MAC-LR2D-36,2300.0,1072.0,2300.0,Motion Access Condor Swing Low Energy Operator â€“ RH -  Pull Arm/In Swing -  Dark Bronze - 36 Inch Can,,"Motion Access, LLC",Motion Access Condor Swing Low Energy Operator – RH -  Pull Arm/In Swing -  Dark Bronze - 36 Inch Can,MSRP,,,,MOT1023,,,,
"MOT1005 - Motion Access Condor Swing Low Energy Operator – RH -  Pull Arm/In Swing -  Dark Bronze - Motion Access Condor Swing Low Energy Operator â€“ RH -  Pull Arm/In Swing -  Dark Bronze -  - MAC-LR2D-XX - $2,300.00 ",Motion Access,MAC-LR2D-XX,2300.0,1072.0,2300.0,Motion Access Condor Swing Low Energy Operator â€“ RH -  Pull Arm/In Swing -  Dark Bronze,,"Motion Access, LLC",Motion Access Condor Swing Low Energy Operator – RH -  Pull Arm/In Swing -  Dark Bronze,Special,,,,MOT1005,,,,
"MOT1002 - Motion Access - Condor Swing Operator -  Silver - Motion Access - Condor Swing Low Energy Operator, RH, Center Hung -  Silver -  - MAC-LR3C-36 - $2,300.00 ",Motion Access,MAC-LR3C-36,2300.0,1072.0,2300.0,"Motion Access - Condor Swing Low Energy Operator, RH, Center Hung -  Silver",,"Motion Access, LLC",Motion Access - Condor Swing Operator -  Silver,Special,,,,MOT1002,,,,
"MOT1006 - Motion Access Condor Swing Low Energy Operator – RH -  Center Hung -  Dark Bronze - Motion Access Condor Swing Low Energy Operator â€“ RH -  Center Hung -  Dark Bronze -  - MAC-LR3D-XX - $2,300.00 ",Motion Access,MAC-LR3D-XX,2300.0,1072.0,2300.0,Motion Access Condor Swing Low Energy Operator â€“ RH -  Center Hung -  Dark Bronze,,"Motion Access, LLC",Motion Access Condor Swing Low Energy Operator – RH -  Center Hung -  Dark Bronze,Special,,,,MOT1006,,,,
"MOT1003 - Motion Access Condor Swing Low Energy Operator – RH -  Concealed Offset Pivot -  Silver - Motion Access Condor Swing Low Energy Operator â€“ RH -  Concealed Offset Pivot -  Silver -  - MAC-LR4C-XX - $2,300.00 ",Motion Access,MAC-LR4C-XX,2300.0,1072.0,2300.0,Motion Access Condor Swing Low Energy Operator â€“ RH -  Concealed Offset Pivot -  Silver,,"Motion Access, LLC",Motion Access Condor Swing Low Energy Operator – RH -  Concealed Offset Pivot -  Silver,Special,,,,MOT1003,,,,
"MOT1007 - Motion Access Condor Swing Low Energy Operator – RH -  Concealed Offset Pivot -  Dark Bronze - Motion Access Condor Swing Low Energy Operator â€“ RH -  Concealed Offset Pivot -  Dark Bronze -  - MAC-LR4D-XX - $2,300.00 ",Motion Access,MAC-LR4D-XX,2300.0,1072.0,2300.0,Motion Access Condor Swing Low Energy Operator â€“ RH -  Concealed Offset Pivot -  Dark Bronze,,"Motion Access, LLC",Motion Access Condor Swing Low Energy Operator – RH -  Concealed Offset Pivot -  Dark Bronze,Special,,,,MOT1007,,,,
"MOT1034 - Raven Swing 18in -  Clear Finish -  Low Energy Operator -  Non Handed -  Push & Pull Arm - Raven Swing 18in, Clear Finish, Low Energy Operator, Non Handed, Push & Pull Arm -  - MAR-C-18 - $1,957.95 ",Motion Access,MAR-C-18,1957.949400772,778.0,1957.949400772,"Raven Swing 18in, Clear Finish, Low Energy Operator, Non Handed, Push & Pull Arm",,"Motion Access, LLC",Raven Swing 18in -  Clear Finish -  Low Energy Operator -  Non Handed -  Push & Pull Arm,MSRP,,,,MOT1034,,,,
"MOT1027 - Raven Swing 29in -  Clear Finish -  Low Energy Operator -  Non Handed -  Push & Pull Arm - Raven Swing 29in -  Clear Finish -  Low Energy Operator -  Non Handed -  Push & Pull Arm -  - MAR-C-29 - $1,890.00 ",Motion Access,MAR-C-29,1890.0,807.0,1890.0,Raven Swing 29in -  Clear Finish -  Low Energy Operator -  Non Handed -  Push & Pull Arm,,"Motion Access, LLC",Raven Swing 29in -  Clear Finish -  Low Energy Operator -  Non Handed -  Push & Pull Arm,MSRP,0.051,,,MOT1027,,,,
"MOT1035 - Raven Swing 18in -  Dark Bronze Finish -  Low Energy Operator -  Non Handed -  Push & Pull Arm - Raven Swing 18in -  Dark Bronze Finish -  Low Energy Operator -  Non Handed -  Push & Pull Arm -  - MAR-D-18 - $1,957.95 ",Motion Access,MAR-D-18,1957.949400772,778.0,1957.949400772,Raven Swing 18in -  Dark Bronze Finish -  Low Energy Operator -  Non Handed -  Push & Pull Arm,,"Motion Access, LLC",Raven Swing 18in -  Dark Bronze Finish -  Low Energy Operator -  Non Handed -  Push & Pull Arm,MSRP,,,,MOT1035,,,,
"MOT1036 - Raven Swing 29in -  Dark Bronze Finish -  Low Energy Operator -  Non Handed -  Push & Pull Arm - Raven Swing 29in -  Dark Bronze Finish -  Low Energy Operator -  Non Handed -  Push & Pull Arm -  - MAR-D-29 - $2,103.91 ",Motion Access,MAR-D-29,2103.914780264,836.0,2103.914780264,Raven Swing 29in -  Dark Bronze Finish -  Low Energy Operator -  Non Handed -  Push & Pull Arm,,"Motion Access, LLC",Raven Swing 29in -  Dark Bronze Finish -  Low Energy Operator -  Non Handed -  Push & Pull Arm,MSRP,,,,MOT1036,,,,
MOT1030 - MATRiX SQUARE KIT -  S1: 2 - S1 PUSH PLATES -  2 - SBT BOXES/TRANSMITTERS -  1 - RECEIVER - MATRiX SQUARE KIT -  S1: 2 - S1 PUSH PLATES -  2 - SBT BOXES/TRANSMITTERS -  1 - RECEIVER -  - MAX-KIT-S1 - $338.42 ,Motion Access,MAX-KIT-S1,338.42,161.0,322.0,MATRiX SQUARE KIT -  S1: 2 - S1 PUSH PLATES -  2 - SBT BOXES/TRANSMITTERS -  1 - RECEIVER,,"Motion Access, LLC",MATRiX SQUARE KIT -  S1: 2 - S1 PUSH PLATES -  2 - SBT BOXES/TRANSMITTERS -  1 - RECEIVER,MSRP Adjust,0.051,,,MOT1030,,,,
"MOT1031 - Motion Access - Condor Swing Low Energy Operator -  Dark Bronze - Motion Access - Condor Swing Low Energy Operator – PAIR -  Push Arm/Out Swing -  Dark Bronze - 72 inch Can -  - MP1C-72 - $4,761.03 ",Motion Access,MP1C-72,4761.03,1996.0,4530.0,Motion Access - Condor Swing Low Energy Operator – PAIR -  Push Arm/Out Swing -  Dark Bronze - 72 inch Can,,"Motion Access, LLC",Motion Access - Condor Swing Low Energy Operator -  Dark Bronze,MSRP Adjust,0.051,,,MOT1031,,,,
"MOT1042 - Condor Swing Low Force/Low Energy Operator RH Push DKB 36 - Condor Swing Low Force/Low Energy Operator RH Push DKB 36"" -  - MR1D-36 - $2,300.00 ",Motion Access,MR1D-36,2300.0,1110.0,,"Condor Swing Low Force/Low Energy Operator RH Push DKB 36""",,"Motion Access, LLC",Condor Swing Low Force/Low Energy Operator RH Push DKB 36,Special,,,,MOT1042,,,,
